Case Number Tax,Sale Date,Add Date,Status,Final Judgment,Opening Bid,Assessed Value,Folio
2020A01307,04/08/2021,01/27/2021,Accepting Proxy,0,67202.93,119551.0,3022060510320
2020A01347,04/08/2021,01/27/2021,Accepting Proxy,0,10601.77,125000.0,3059080150070
2020A01363,04/08/2021,01/27/2021,Accepting Proxy,0,7116.93,143617.0,1078120140080
2020A01192,04/08/2021,01/27/2021,Accepting Proxy,0,10145.26,58800.0,131230060930
2020A01277,04/08/2021,01/27/2021,Accepting Proxy,0,80412.15,153817.0,132300880140
2020A01055,04/08/2021,01/27/2021,Accepting Proxy,0,146273.86,667708.0,141212160140
2020A01279,04/08/2021,01/27/2021,Accepting Proxy,0,7478.18,110905.0,3122110352540
2020A01282,04/08/2021,02/01/2021,Accepting Proxy,0,3055.27,116550.0,3040040961160
2020A01283,04/08/2021,02/01/2021,Accepting Proxy,0,10124.93,139162.0,3069350010050
2020A01284,04/08/2021,02/01/2021,Accepting Proxy,0,13273.48,173125.0,621260160100
2020A01287,04/08/2021,02/01/2021,Accepting Proxy,0,5628.92,56367.0,3022190740020
2020A01288,04/08/2021,02/01/2021,Accepting Proxy,0,2824.3,111892.0,3220130170080
2020A01291,04/08/2021,02/01/2021,Accepting Proxy,0,3788.33,34663.0,622300780380
2020A01292,04/08/2021,02/01/2021,Accepting Proxy,0,17632.18,271289.0,722070310010
2020A01293,04/08/2021,02/01/2021,Accepting Proxy,0,14567.88,118987.0,1079100060040
2020A01294,04/08/2021,02/01/2021,Accepting Proxy,0,3572.67,154350.0,3040030440680
2020A01249,04/22/2021,02/02/2021,Accepting Proxy,0,8701.21,126331.0,3049331050440
2020A01328,04/22/2021,02/02/2021,Accepting Proxy,0,38796.25,448960.0,1322271140400
2020A00169,04/22/2021,02/02/2021,Accepting Proxy,0,124211.94,183509.0,622290490670
2020A01330,04/22/2021,02/02/2021,Accepting Proxy,0,8958.77,119350.0,2332090360100
2020A01215,04/22/2021,02/02/2021,Accepting Proxy,0,6424.77,312056.0,232260180040
2020A01250,04/22/2021,02/02/2021,Accepting Proxy,0,14315.8,152992.0,3411330150310
2020A01331,04/22/2021,02/02/2021,Accepting Proxy,0,19509.88,31568.0,3421050140260
2020A01359,04/22/2021,02/02/2021,Accepting Proxy,0,30355.43,476052.0,242030971290
2020A01332,04/22/2021,02/02/2021,Accepting Proxy,0,11523.57,129000.0,242033180030
2020A01216,04/22/2021,02/02/2021,Accepting Proxy,0,8526.77,120000.0,232020220050
2020A01217,04/22/2021,02/02/2021,Accepting Proxy,0,37039.77,65339.0,131220141190
2020A01360,04/22/2021,02/02/2021,Accepting Proxy,0,3386.33,128200.0,420281040270
2020A01251,04/22/2021,02/02/2021,Accepting Proxy,0,105216.13,185531.0,3421160061380
2020A01253,04/22/2021,02/02/2021,Accepting Proxy,0,7789.09,112700.0,420350550210
2020A01361,04/22/2021,02/02/2021,Accepting Proxy,0,95874.02,172920.0,430020480030
2020A01219,04/22/2021,02/02/2021,Accepting Proxy,0,12986.28,178493.0,131140190520
2020A01254,04/22/2021,02/02/2021,Accepting Proxy,0,159790.85,281700.0,421320070630
2020A01221,04/22/2021,02/02/2021,Accepting Proxy,0,8901.96,191100.0,232021380240
2020A01222,04/22/2021,02/02/2021,Accepting Proxy,0,21328.03,345060.0,141381631240
2020A01362,04/22/2021,02/02/2021,Accepting Proxy,0,6461.96,59840.0,622200552090
2020A01333,04/22/2021,02/03/2021,Accepting Proxy,0,43454.65,79290.0,420270700620
2020A01334,04/22/2021,02/03/2021,Accepting Proxy,0,8773.57,98600.0,420250851550
2020A01337,04/22/2021,02/03/2021,Accepting Proxy,0,86599.47,158041.0,431200150530
2020A01256,04/22/2021,02/03/2021,Accepting Proxy,0,4442.89,37919.0,622290780620
2020A01338,04/22/2021,02/03/2021,Accepting Proxy,0,14143.39,190000.0,722150190460
2020A01364,04/22/2021,02/03/2021,Accepting Proxy,0,97329.86,1012560.0,3022320751480
2020A01340,04/22/2021,02/03/2021,Accepting Proxy,0,5786.92,83520.0,3122020341990
2020A01365,04/22/2021,02/03/2021,Accepting Proxy,0,28915.94,349096.0,3049100630140
2020A01366,04/22/2021,02/03/2021,Accepting Proxy,0,16484.91,176390.0,3049330051880
2020A01341,04/22/2021,02/03/2021,Accepting Proxy,0,18797.7,206000.0,3122140180280
2020A01367,04/22/2021,02/03/2021,Accepting Proxy,0,14060.57,145909.0,3069130060150
2020A01259,04/22/2021,02/04/2021,Accepting Proxy,0,15369.17,229755.0,431050012800
2020A01257,04/22/2021,02/04/2021,Accepting Proxy,0,5125.14,94900.0,431180220270
2020A01343,04/22/2021,02/04/2021,Accepting Proxy,0,72399.88,129803.0,3021340050440
2020A01310,04/22/2021,02/04/2021,Accepting Proxy,0,6803.98,108684.0,3058220000250
2020A01223,04/22/2021,02/04/2021,Accepting Proxy,0,71798.17,792911.0,142060611390
2020A01312,04/22/2021,02/04/2021,Accepting Proxy,0,2217.13,446132.0,3530180051610
2020A01313,04/22/2021,02/04/2021,Accepting Proxy,0,8477.64,243000.0,3530080131390
2020A01314,04/22/2021,02/04/2021,Accepting Proxy,0,16301.57,169000.0,242033560100
2020A01344,04/22/2021,02/04/2021,Accepting Proxy,0,16282.89,152207.0,3031120230801
2020A01315,04/22/2021,02/04/2021,Accepting Proxy,0,5058.37,42853.0,722070700040
2020A01224,04/22/2021,02/05/2021,Accepting Proxy,0,10194.67,480009.0,102010201180
2020A01227,04/22/2021,02/05/2021,Accepting Proxy,0,14300.62,152373.0,141210060110
2020A01228,04/22/2021,02/05/2021,Accepting Proxy,0,22755.1,243550.0,131330100140
2020A01229,04/22/2021,02/05/2021,Accepting Proxy,0,96882.16,171843.0,131240161350
2020A01230,04/22/2021,02/05/2021,Accepting Proxy,0,24195.6,327737.0,131140190500
2020A01368,04/22/2021,02/05/2021,Accepting Proxy,0,34438.47,336237.0,3122110740540
2020A01346,04/22/2021,02/05/2021,Accepting Proxy,0,38526.05,65551.0,3031110400161
