Case Number Eviction,Folio,Filing Date
2021-002427-CC-26,3059130030110,01/02/2021
2021-002448-CC-23,0622280610001,01/02/2021
2021-002450-CC-23,0621260050320,01/02/2021
2021-002455-CC-23,3021070034730,01/02/2021
2021-002456-CC-23,3012340820010,01/02/2021
2021-002458-CC-23,3020120170010,01/02/2021
2021-002461-CC-23,3122140100060,01/02/2021
2021-002464-CC-23,3020120170010,01/02/2021
2021-002465-CC-23,3020110040010,01/02/2021
2021-002467-CC-23,3020110040010,01/02/2021
2021-002476-CC-26,3059220580040,01/02/2021
2021-002491-CC-23,3021010090230,01/02/2021
2021-002492-CC-23,3421040010240,01/02/2021
2021-002493-CC-23,3421040010400,01/02/2021
2021-002494-CC-23,3012311270020,01/02/2021
2021-002495-CC-23,3012311270020,01/02/2021
2021-002496-CC-23,3012311270020,01/02/2021
2021-002496-CC-26,3059040630630,01/02/2021
2021-002497-CC-23,3012311270020,01/02/2021
2021-002498-CC-23,0722090160010,01/02/2021
2021-002499-CC-26,3059030350010,01/02/2021
2021-002500-CC-26,3050310260120,01/02/2021
2021-002501-CC-26,3060300034790,01/02/2021
2021-002530-CC-05,1078120130780,01/02/2021
2021-002574-CC-05,0131340430400,01/02/2021
2021-002658-CC-25,1540120320010,01/02/2021
2021-002686-CC-25,3040350560020,01/02/2021
2021-002747-CC-25,3040130040180,01/02/2021
2021-002769-CC-05,0131370370020,01/02/2021
2021-002770-CC-05,0141380510350,01/02/2021
2021-002771-CC-05,3040050480010,01/02/2021
2021-002772-CC-05,0141100250440,01/02/2021
2021-000658-CC-24,0232020071990,02/02/2021
2021-000659-CC-24,0232020550050,02/02/2021
2021-000741-CC-20,0131130260290,02/02/2021
2021-000759-CC-20,0131270100930,02/02/2021
2021-000795-CC-20,3031020060363,02/02/2021
2021-000826-CC-20,3031030110560,02/02/2021
2021-000996-CC-20,0431050111240,02/02/2021
2021-001657-CC-21,0430020000019,02/02/2021
2021-001658-CC-21,3530170460010,02/02/2021
2021-001734-CC-21,0430020000019,02/02/2021
2021-002521-CC-26,3059050100350,02/02/2021
2021-002540-CC-26,3079030240360,02/02/2021
2021-002551-CC-26,3069260330010,02/02/2021
2021-002552-CC-26,3069260330010,02/02/2021
2021-002553-CC-26,3079020190040,02/02/2021
2021-002554-CC-26,3069120411710,02/02/2021
2021-002555-CC-26,3069260330010,02/02/2021
2021-002556-CC-26,3069260330010,02/02/2021
2021-002557-CC-26,3069260330010,02/02/2021
2021-002558-CC-26,3069260330010,02/02/2021
2021-002559-CC-26,3069260330010,02/02/2021
2021-002582-CC-23,0722160160210,02/02/2021
2021-002583-CC-23,0622200280040,02/02/2021
2021-002585-CC-26,2050150000440,02/02/2021
2021-002586-CC-23,0622200280040,02/02/2021
2021-002631-CC-23,3020110040010,02/02/2021
2021-002682-CC-05,0131360090050,02/02/2021
2021-002685-CC-05,2230110020628,02/02/2021
2021-002711-CC-05,0131360090050,02/02/2021
2021-002729-CC-05,0131360090050,02/02/2021
2021-002730-CC-05,0102080001010,02/02/2021
2021-002731-CC-05,0131360670040,02/02/2021
2021-002773-CC-05,0141210074600,02/02/2021
2021-002774-CC-05,0141020054422,02/02/2021
2021-002787-CC-05,0131360090050,02/02/2021
2021-002788-CC-05,0131250060220,02/02/2021
2021-002822-CC-05,0141020610080,02/02/2021
2021-002882-CC-05,0101110601090,02/02/2021
2021-002883-CC-05,0141381290090,02/02/2021
2021-000672-CC-24,0242030750060,03/02/2021
2021-000673-CC-24,0232340021920,03/02/2021
2021-000674-CC-24,0242030094940,03/02/2021
2021-000675-CC-24,0242030094940,03/02/2021
2021-000678-CC-24,0242030010080,03/02/2021
2021-000679-CC-24,0232340060160,03/02/2021
2021-000680-CC-24,0242030010080,03/02/2021
2021-000840-CC-20,0131140351580,03/02/2021
2021-000841-CC-20,0131140351580,03/02/2021
2021-000895-CC-20,3031030160090,03/02/2021
2021-000924-CC-20,3031110000180,03/02/2021
2021-000949-CC-20,0131260300370,03/02/2021
2021-000985-CC-20,0131220525700,03/02/2021
2021-001659-CC-21,0431070061650,03/02/2021
2021-001665-CC-21,0420210318630,03/02/2021
2021-001666-CC-21,0420210318630,03/02/2021
2021-001667-CC-21,0420210318630,03/02/2021
2021-001668-CC-21,0420210318630,03/02/2021
2021-001669-CC-21,3220130020020,03/02/2021
2021-001670-CC-21,3220130020020,03/02/2021
2021-002601-CC-26,3069330320010,03/02/2021
2021-002602-CC-26,1079140010040,03/02/2021
2021-002656-CC-26,3059270350010,03/02/2021
2021-002657-CC-26,1079290100650,03/02/2021
2021-002666-CC-26,3059060052400,03/02/2021
2021-002689-CC-26,3060190131070,03/02/2021
2021-002692-CC-26,1079290110840,03/02/2021
2021-002709-CC-26,3060180000560,03/02/2021
2021-002710-CC-26,3049270400290,03/02/2021
2021-002711-CC-26,3069360010120,03/02/2021
2021-002780-CC-23,0132070031060,03/02/2021
2021-002781-CC-23,3012311301760,03/02/2021
2021-002784-CC-26,1079290145380,03/02/2021
2021-002790-CC-23,3022190890070,03/02/2021
2021-002791-CC-23,3022060570010,03/02/2021
2021-002792-CC-23,3421120290010,03/02/2021
2021-002793-CC-23,3421120290010,03/02/2021
2021-002803-CC-23,3421120290010,03/02/2021
2021-002811-CC-23,3421040010400,03/02/2021
2021-002837-CC-23,3421040010400,03/02/2021
2021-002840-CC-23,3011310020010,03/02/2021
2021-002841-CC-23,3011310020010,03/02/2021
2021-002856-CC-23,0722150011170,03/02/2021
2021-002895-CC-25,3040200113160,03/02/2021
2021-002917-CC-05,0101140301130,03/02/2021
2021-002928-CC-05,0101140301130,03/02/2021
2021-002929-CC-05,3049030250180,03/02/2021
2021-002930-CC-05,0131250930050,03/02/2021
2021-002931-CC-05,0131250770010,03/02/2021
2021-002932-CC-05,0131250770010,03/02/2021
2021-002933-CC-05,0131250770010,03/02/2021
2021-002934-CC-05,0141380031610,03/02/2021
2021-002939-CC-05,0013136005127,03/02/2021
2021-002941-CC-05,0131360600010,03/02/2021
2021-002963-CC-05,0131360600010,03/02/2021
2021-002964-CC-05,0141160080401,03/02/2021
2021-002965-CC-05,3040040290010,03/02/2021
2021-002966-CC-05,0141030100240,03/02/2021
2021-002991-CC-05,0132300330020,03/02/2021
2021-003127-CC-25,3040130110670,03/02/2021
2021-000984-CC-20,0131220350350,04/02/2021
2021-000986-CC-20,3031110000180v,04/02/2021
2021-000997-CC-20,0131270080160,04/02/2021
2021-000998-CC-20,3031110000180,04/02/2021
2021-001680-CC-21,0430110020890,04/02/2021
2021-001708-CC-21,0420210318630,04/02/2021
2021-001709-CC-21,0420210318630,04/02/2021
2021-001710-CC-21,0420210318630,04/02/2021
2021-001711-CC-21,2730030480010,04/02/2021
2021-001712-CC-21,3530190430010,04/02/2021
2021-001713-CC-21,0420160062010,04/02/2021
2021-001714-CC-21,3530170371250,04/02/2021
2021-002774-CC-26,1079290100940,04/02/2021
2021-002775-CC-26,3660050670010,04/02/2021
2021-002776-CC-26,1079290140890,04/02/2021
2021-002783-CC-26,3049290320380,04/02/2021
2021-002792-CC-26,3660070200020,04/02/2021
2021-002793-CC-26,3049200290012,04/02/2021
2021-002794-CC-26,3660070200020,04/02/2021
2021-002897-CC-23,3421150032100,04/02/2021
2021-002911-CC-23,3122110400010,04/02/2021
2021-002913-CC-23,3122110400010,04/02/2021
2021-002920-CC-23,0821210022410,04/02/2021
2021-002921-CC-23,2822030860890,04/02/2021
2021-002928-CC-23,3122110400010,04/02/2021
2021-002976-CC-23,3122110172830,04/02/2021
2021-002991-CC-23,2822030730540,04/02/2021
2021-002992-CC-05,0131350290010,04/02/2021
2021-002996-CC-05,0141160250130,04/02/2021
2021-002999-CC-23,0622280613290,04/02/2021
2021-003000-CC-23,3021270310010,04/02/2021
2021-003001-CC-23,3022320200450,04/02/2021
2021-003002-CC-23,3020120320010,04/02/2021
2021-003003-CC-23,3421120290010,04/02/2021
2021-003024-CC-05,0131360090050,04/02/2021
2021-003025-CC-05,0132310770010,04/02/2021
2021-003041-CC-05,0102000401160,04/02/2021
2021-003042-CC-23,0821220000170,04/02/2021
2021-003043-CC-23,0821220000170,04/02/2021
2021-003048-CC-05,1078120020020,04/02/2021
2021-003080-CC-05,0101030301080,04/02/2021
2021-003081-CC-05,0101030301080,04/02/2021
2021-003082-CC-05,1078120020020,04/02/2021
2021-003083-CC-05,0101030301070,04/02/2021
2021-003084-CC-05,0141020054060,04/02/2021
2021-003085-CC-05,3040040230490,04/02/2021
2021-003161-CC-25,3040190053580,04/02/2021
2021-003201-CC-25,3040110202612,04/02/2021
2021-000681-CC-24,0232020082010,05/02/2021
2021-000714-CC-24,0232110010480,05/02/2021
2021-000716-CC-24,0232020081340,05/02/2021
2021-000718-CC-24,1322271230110,05/02/2021
2021-000726-CC-24,0232110010480,05/02/2021
2021-000733-CC-24,0232100120370,05/02/2021
2021-000737-CC-24,0232020050520,05/02/2021
2021-001093-CC-20,3031010032360,05/02/2021
2021-001098-CC-20,3021350000136,05/02/2021
2021-001105-CC-20,0431050111970,05/02/2021
2021-001114-CC-20,0131250200172,05/02/2021
2021-001132-CC-20,3031210000980,05/02/2021
2021-001717-CC-21,0420250140200,05/02/2021
2021-002807-CC-26,1678250180440,05/02/2021
2021-003004-CC-23,3122110200240,05/02/2021
2021-003039-CC-23,0722150180080,05/02/2021
2021-003044-CC-23,0821280210010,05/02/2021
2021-003045-CC-23,0132070030940,05/02/2021
2021-003069-CC-23,3122020462450,05/02/2021
2021-003070-CC-23,0622190150580,05/02/2021
2021-003086-CC-05,0141020140050,05/02/2021
2021-003087-CC-05,3049110000010,05/02/2021
2021-003099-CC-23,3011310030010,05/02/2021
2021-003106-CC-23,3020110802550,05/02/2021
2021-003107-CC-23,2812350870900,05/02/2021
2021-003108-CC-23,3022200022470v,05/02/2021
2021-003140-CC-05,0131240013400v,05/02/2021
2021-003141-CC-05,0102010701020,05/02/2021
2021-003142-CC-05,0102010701020,05/02/2021
2021-003143-CC-05,0131370391240,05/02/2021
2021-003144-CC-05,0141370692900,05/02/2021
2021-003145-CC-05,0132300933240,05/02/2021
2021-003146-CC-05,0141370651170,05/02/2021
2021-003147-CC-05,0101010501080,05/02/2021
2021-003155-CC-05,0141030142660,05/02/2021
2021-003156-CC-05,0131360270080,05/02/2021
2021-003170-CC-05,0141381583840,05/02/2021
2021-003171-CC-05,0141020057350,05/02/2021
2021-000764-CC-24,0232020071020,08/02/2021
2021-000766-CC-24,0232100400010,08/02/2021
2021-001185-CC-20,0421320130990,08/02/2021
2021-001196-CC-20,3031220020120,08/02/2021
2021-001763-CC-21,3059220650030,08/02/2021
2021-001767-CC-21,3530190510010,08/02/2021
2021-001768-CC-21,0420350830010,08/02/2021
2021-001817-CC-21,0421310390210,08/02/2021
2021-002914-CC-26,3069270280010,08/02/2021
2021-002915-CC-26,3069270280010,08/02/2021
2021-002916-CC-26,3069340190010,08/02/2021
2021-002917-CC-26,3059140430020,08/02/2021
2021-002923-CC-26,3069340260010,08/02/2021
2021-002924-CC-26,3069340260010,08/02/2021
2021-002938-CC-26,1079290143300,08/02/2021
2021-003001-CC-26,3079090130460,08/02/2021
2021-003164-CC-23,3122110811280,08/02/2021
2021-003168-CC-23,3012310140010,08/02/2021
2021-003169-CC-23,3012310140010,08/02/2021
2021-003170-CC-23,0622210230010,08/02/2021
2021-003180-CC-23,0622210230010,08/02/2021
2021-003181-CC-23,0622210230010,08/02/2021
2021-003182-CC-23,0622210230010,08/02/2021
2021-003183-CC-23,0622210230010,08/02/2021
2021-003185-CC-23,0622210230010,08/02/2021
2021-003187-CC-23,0622210230010,08/02/2021
2021-003196-CC-23,3022320030060,08/02/2021
2021-003206-CC-23,1121360010770,08/02/2021
2021-003220-CC-05,2540060011435,08/02/2021
2021-003221-CC-23,3421010450010,08/02/2021
2021-003222-CC-23,0622300730010,08/02/2021
2021-003260-CC-05,0132300270010,08/02/2021
2021-003265-CC-05,0131120140890,08/02/2021
2021-003266-CC-05,0131340100190,08/02/2021
2021-003294-CC-23,3122140170350,08/02/2021
2021-003338-CC-05,0101120002010,08/02/2021
2021-003351-CC-25,3040140050960,08/02/2021
2021-003417-CC-05,0141370603720,08/02/2021
2021-003418-CC-05,0141210020390,08/02/2021
2021-000778-CC-24,0232330793670,09/02/2021
2021-000781-CC-24,0242033550060,09/02/2021
2021-001212-CC-20,0131130231050,09/02/2021
2021-001261-CC-20,3031040080170,09/02/2021
2021-001262-CC-20,3031040080170,09/02/2021
2021-001277-CC-20,0131250241130,09/02/2021
2021-001278-CC-20,0131140190860,09/02/2021
2021-001290-CC-20,0131260080180,09/02/2021
2021-001291-CC-20,0131270270530,09/02/2021
2021-001324-CC-20,3031090000170,09/02/2021
2021-001807-CC-21,0420210318630,09/02/2021
2021-001809-CC-21,3530190260010,09/02/2021
2021-001812-CC-21,3530190510010,09/02/2021
2021-003002-CC-26,3049320343660,09/02/2021
2021-003003-CC-26,3049320342120,09/02/2021
2021-003004-CC-26,3069230120010,09/02/2021
2021-003090-CC-26,3060060220010,09/02/2021
2021-003091-CC-26,1079090350760,09/02/2021
2021-003092-CC-26,1079090350760,09/02/2021
2021-003345-CC-23,3012340820010,09/02/2021
2021-003362-CC-23,0622300030080,09/02/2021
2021-003367-CC-05,0131340050220,09/02/2021
2021-003382-CC-23,0722160140040,09/02/2021
2021-003393-CC-23,3021360210390,09/02/2021
2021-003394-CC-23,0622191070050,09/02/2021
2021-003395-CC-23,0622191070120,09/02/2021
2021-003396-CC-23,3020110753240,09/02/2021
2021-003397-CC-23,0622191070300,09/02/2021
2021-003398-CC-23,0132180860330,09/02/2021
2021-003399-CC-23,0622191070360,09/02/2021
2021-003400-CC-23,0622191070460,09/02/2021
2021-003401-CC-23,0622191070340,09/02/2021
2021-003402-CC-23,0622191070200,09/02/2021
2021-003419-CC-05,0622191070140,09/02/2021
2021-003420-CC-05,0622191070190,09/02/2021
2021-003421-CC-05,0141381263200,09/02/2021
2021-003422-CC-05,0102010801160,09/02/2021
2021-003423-CC-05,0101120003001,09/02/2021
2021-003437-CC-25,3030140100032,09/02/2021
2021-003451-CC-25,3041080300061,09/02/2021
2021-003544-CC-05,0131250840910,09/02/2021
2021-003545-CC-05,0141160231810,09/02/2021
2021-003689-CC-23,3122110103990,09/02/2021
2021-000784-CC-24,0242030140500,10/02/2021
2021-001298-CC-20,0131270700030,10/02/2021
2021-001331-CC-20,0131120440090,10/02/2021
2021-001337-CC-20,3031020060670,10/02/2021
2021-001338-CC-20,3031020070890,10/02/2021
2021-001376-CC-20,3031220200100,10/02/2021
2021-001823-CC-21,3220220060060,10/02/2021
2021-003064-CC-26,1079210262210,10/02/2021
2021-003093-CC-26,3060050600030,10/02/2021
2021-003137-CC-26,3060050600040,10/02/2021
2021-003139-CC-26,3060060290100,10/02/2021
2021-003140-CC-26,3059240450190,10/02/2021
2021-003141-CC-26,3050020990010,10/02/2021
2021-003143-CC-26,1079200130860,10/02/2021
2021-003428-CC-23,0821210041921,10/02/2021
2021-003431-CC-23,1079210262210,10/02/2021
2021-003437-CC-23,0621250280040,10/02/2021
2021-003439-CC-23,3021130160020v,10/02/2021
2021-003448-CC-23,3021270020070,10/02/2021
2021-003470-CC-23,0821220000320,10/02/2021
2021-003492-CC-23,3022320070150,10/02/2021
2021-003497-CC-23,0622300330360,10/02/2021
2021-003498-CC-23,0622300330360,10/02/2021
2021-003533-CC-05,0141390660001,10/02/2021
2021-003544-CC-25,3040350000810,10/02/2021
2021-003546-CC-05,0131250930050,10/02/2021
2021-003547-CC-05,0141020054060,10/02/2021
2021-003763-CC-05,0141030130330,10/02/2021
2021-003764-CC-05,3030150010130,10/02/2021
2021-003856-CC-25,0141060200040,10/02/2021
2021-003939-CC-25,0341200670010,10/02/2021
2021-000811-CC-24,0232110071780,11/02/2021
2021-000816-CC-24,0242032450070,11/02/2021
2021-001412-CC-20,0131220520010,11/02/2021
2021-001444-CC-20,3031040120180,11/02/2021
2021-001479-CC-20,3031121062310,11/02/2021
2021-001489-CC-20,3031121062480,11/02/2021
2021-001501-CC-20,0131230371250,11/02/2021
2021-001503-CC-20,3021350000136,11/02/2021
2021-001874-CC-21,3020310020040,11/02/2021
2021-001891-CC-21,0420210318630,11/02/2021
2021-001895-CC-21,0431200100140,11/02/2021
2021-001900-CC-21,3220230031360,11/02/2021
2021-003324-CC-26,3059240350010,11/02/2021
2021-003325-CC-26,3059030440010,11/02/2021
2021-003541-CC-23,0821280040300,11/02/2021
2021-003563-CC-23,3122020500040,11/02/2021
2021-003564-CC-23,3022180020970,11/02/2021
2021-003569-CC-23,3021130060100,11/02/2021
2021-003571-CC-23,3012330030300,11/02/2021
2021-003605-CC-23,2812350540020,11/02/2021
2021-003615-CC-23,2812350713960,11/02/2021
2021-003623-CC-23,0622191070400,11/02/2021
2021-003642-CC-23,0132080070090,11/02/2021
2021-003648-CC-23,2812350270030,11/02/2021
2021-003661-CC-05,2332090091120,11/02/2021
2021-003662-CC-05,0131270570310,11/02/2021
2021-003663-CC-23,3020110791130,11/02/2021
2021-003765-CC-05,0131350570010,11/02/2021
2021-003766-CC-05,0141200060070,11/02/2021
2021-003767-CC-05,0101100901090,11/02/2021
2021-003768-CC-05,3030530450010,11/02/2021
2021-003769-CC-05,0141160092680,11/02/2021
2021-003770-CC-05,3030530450010,11/02/2021
2021-003771-CC-05,0141380510030,11/02/2021
2021-003772-CC-05,0132310530010,11/02/2021
2021-003773-CC-05,3030530450010,11/02/2021
2021-003774-CC-05,3530220360096,11/02/2021
2021-003775-CC-05,0131310110370,11/02/2021
2021-003776-CC-05,0141030060070,11/02/2021
2021-003777-CC-05,3030530450010,11/02/2021
2021-003911-CC-05,0141381590570,11/02/2021
2021-003912-CC-05,0131360210740,11/02/2021
2021-003913-CC-05,0132310530010,11/02/2021
2021-003914-CC-05,0141100100410,11/02/2021
2021-003915-CC-05,0132310530010,11/02/2021
2021-003916-CC-05,0141100100410,11/02/2021
2021-003917-CC-05,0132310530010,11/02/2021
2021-003918-CC-05,0132310530010,11/02/2021
2021-003919-CC-05,0132310530010,11/02/2021
2021-003920-CC-05,0132310530010,11/02/2021
2021-003921-CC-05,0132310530010,11/02/2021
2021-003922-CC-05,0132310530010,11/02/2021
2021-003923-CC-05,3030150200020,11/02/2021
2021-003938-CC-25,0341081200590,11/02/2021
2021-003940-CC-25,0341170055880,11/02/2021
2021-003941-CC-25,3040110040140,11/02/2021
2021-001492-CC-20,0131140430405,12/02/2021
2021-001506-CC-20,3031010020030,12/02/2021
2021-001509-CC-20,3031210230850,12/02/2021
2021-001875-CC-21,0430120090880,12/02/2021
2021-001901-CC-21,0420341760400,12/02/2021
2021-003331-CC-26,3069260040570,12/02/2021
2021-003332-CC-26,3059030440010,12/02/2021
2021-003333-CC-26,1679190010410,12/02/2021
2021-003334-CC-26,3078250111240,12/02/2021
2021-003335-CC-26,3060180121240,12/02/2021
2021-003705-CC-23,3122110400010,12/02/2021
2021-003706-CC-23,3122110400010,12/02/2021
2021-003708-CC-23,0622280370100,12/02/2021
2021-003709-CC-23,3122110400010,12/02/2021
2021-003714-CC-23,0622210340011,12/02/2021
2021-003715-CC-23,0821210190210,12/02/2021
2021-003723-CC-23,0722160161010,12/02/2021
2021-003744-CC-23,0722170030230,12/02/2021
2021-003749-CC-23,0722090062160,12/02/2021
2021-003925-CC-05,0132300961090,12/02/2021
2021-003926-CC-05,2540060011270,12/02/2021
2021-003927-CC-05,0141380930010,12/02/2021
2021-003928-CC-05,0132310530010,12/02/2021
2021-003929-CC-05,3039350070050,12/02/2021
2021-003930-CC-05,0141030141900,12/02/2021
2021-003931-CC-05,0141160092680,12/02/2021
2021-003985-CC-25,1540120210150,12/02/2021
2021-003986-CC-25,1540120210150,12/02/2021
2021-001551-CC-20,3031160094380,2021-02-15
2021-001555-CC-20,3031040070191,2021-02-15
2021-001906-CC-21,2730030010126,2021-02-15
2021-003384-CC-26,3060050810010,2021-02-15
2021-003385-CC-26,3069340010580,2021-02-15
2021-003457-CC-26,3059260170140,2021-02-15
2021-003459-CC-26,1679190010410,2021-02-15
2021-003461-CC-26,1679190010410,2021-02-15
2021-003462-CC-26,1679190010410,2021-02-15
2021-003464-CC-26,1679190010410,2021-02-15
2021-003761-CC-23,622200550680,2021-02-15
2021-003762-CC-23,3122110400010,2021-02-15
2021-003763-CC-23,3421090070141,2021-02-15
2021-003764-CC-23,3022050000100,2021-02-15
2021-003765-CC-23,3022050000100,2021-02-15
2021-003766-CC-23,3022050000100,2021-02-15
2021-003767-CC-23,3421120290010,2021-02-15
2021-003768-CC-23,3421120290010,2021-02-15
2021-003769-CC-23,3421120290010,2021-02-15
2021-003770-CC-23,3021140120070,2021-02-15
2021-003771-CC-23,3411350320010,2021-02-15
2021-003813-CC-23,622191070350,2021-02-15
2021-004185-CC-05,101020801080,2021-02-15
2021-004186-CC-05,101020801080,2021-02-15
2021-004187-CC-05,141090340270,2021-02-15
2021-001631-CC-20,131230200430,2021-02-16
2021-001666-CC-20,3031020070890,2021-02-16
2021-001679-CC-20,3031040070190,2021-02-16
2021-001681-CC-20,131140370060,2021-02-16
2021-001692-CC-20,132070162281,2021-02-16
2021-001730-CC-20,3031010130440,2021-02-16
2021-001731-CC-20,131270461700,2021-02-16
2021-001755-CC-20,3021350000136,2021-02-16
2021-001973-CC-21,430110020820,2021-02-16
2021-002004-CC-21,3220240100040,2021-02-16
2021-003465-CC-26,3050320041091,2021-02-16
2021-003466-CC-26,3049120620010,2021-02-16
2021-003479-CC-26,3059260170140,2021-02-16
2021-003555-CC-26,3050020890270,2021-02-16
2021-003821-CC-23,722090041350,2021-02-16
2021-003858-CC-23,621240021590,2021-02-16
2021-003898-CC-23,3122110400010,2021-02-16
2021-003914-CC-23,3421120290010,2021-02-16
2021-003915-CC-23,3421120290010,2021-02-16
2021-003917-CC-23,3421120290010,2021-02-16
2021-003918-CC-23,3122110050014,2021-02-16
2021-003919-CC-23,821220190060,2021-02-16
2021-003944-CC-23,3012340820010,2021-02-16
2021-003945-CC-23,3012310240020,2021-02-16
2021-004007-CC-23,3022291130010,2021-02-16
2021-004008-CC-23,622300040090,2021-02-16
2021-004009-CC-23,622300040090,2021-02-16
2021-004010-CC-23,3022200024430,2021-02-16
2021-004088-CC-23,622191070440,2021-02-16
2021-004189-CC-05,141060960010,2021-02-16
2021-004238-CC-05,132300270010,2021-02-16
2021-004240-CC-05,132300260950,2021-02-16
2021-004585-CC-05,141030060070,2021-02-16
2021-004586-CC-05,131250770040,2021-02-16
2021-004587-CC-05,131340420020,2021-02-16
2021-004588-CC-05,131340420020,2021-02-16
2021-004589-CC-05,141160092680,2021-02-16
2021-004590-CC-05,2540060010023,2021-02-16
2021-004591-CC-05,131360370480,2021-02-16
2021-004592-CC-05,141100632930,2021-02-16
2021-000901-CC-24,242030090830,2021-02-17
2021-000902-CC-24,242030094150,2021-02-17
2021-000903-CC-24,232340940170,2021-02-17
2021-000904-CC-24,232260011250,2021-02-17
2021-001749-CC-20,3031110340030,2021-02-17
2021-001760-CC-20,3031220000683,2021-02-17
2021-001764-CC-20,131260510970,2021-02-17
2021-001765-CC-20,3031220000683,2021-02-17
2021-001766-CC-20,131130000340,2021-02-17
2021-001767-CC-20,131130000340,2021-02-17
2021-001768-CC-20,431080016880,2021-02-17
2021-001769-CC-20,131140430790,2021-02-17
2021-001803-CC-20,131260391040,2021-02-17
2021-001804-CC-20,3031100450020,2021-02-17
2021-001911-CC-20,3021350400010,2021-02-17
2021-001977-CC-21,431180140510,2021-02-17
2021-002003-CC-21,420250010250,2021-02-17
2021-002005-CC-21,430120090860,2021-02-17
2021-002007-CC-21,420250010250,2021-02-17
2021-002040-CC-21,420250010270,2021-02-17
2021-002041-CC-21,420250010270,2021-02-17
2021-002042-CC-21,430120040080,2021-02-17
2021-003556-CC-26,3060060013280,2021-02-17
2021-003709-CC-26,3069230000210,2021-02-17
2021-003710-CC-26,3059270340010,2021-02-17
2021-003711-CC-26,3069260330010,2021-02-17
2021-003712-CC-26,3059220041790,2021-02-17
2021-003713-CC-26,3069260330010,2021-02-17
2021-003753-CC-26,3059240350010,2021-02-17
2021-003754-CC-26,3049340010520,2021-02-17
2021-003760-CC-26,3050020000600,2021-02-17
2021-003761-CC-26,3059030350010,2021-02-17
2021-004067-CC-23,3020110050010,2021-02-17
2021-004092-CC-23,3022320200710,2021-02-17
2021-004097-CC-23,3022320200710,2021-02-17
2021-004098-CC-23,821280070230,2021-02-17
2021-004099-CC-23,821220090190,2021-02-17
2021-004101-CC-23,821220051260,2021-02-17
2021-004106-CC-23,821280070230,2021-02-17
2021-004113-CC-23,3022050000235,2021-02-17
2021-004120-CC-23,821220051260,2021-02-17
2021-004138-CC-23,722170210200,2021-02-17
2021-004141-CC-23,821280070230,2021-02-17
2021-004318-CC-25,3041080300040,2021-02-17
2021-004355-CC-25,341080091380,2021-02-17
2021-004526-CC-05,3030531270860,2021-02-17
2021-004583-CC-05,131310110130,2021-02-17
2021-004584-CC-05,131310110130,2021-02-17
2021-004593-CC-05,141050080150,2021-02-17
2021-004594-CC-05,131310110130,2021-02-17
2021-004597-CC-05,141020061400,2021-02-17
2021-004600-CC-05,2230110021254,2021-02-17
2021-004651-CC-05,131310110130,2021-02-17
2021-004652-CC-05,131310110130,2021-02-17
2021-004653-CC-05,131310110130,2021-02-17
2021-004654-CC-05,141150050530,2021-02-17
2021-004655-CC-05,131320120500,2021-02-17
2021-004656-CC-05,3030260130100,2021-02-17
2021-004657-CC-05,3530320420100,2021-02-17
2021-004658-CC-05,2540060010282,2021-02-17
2021-004918-CC-05,2540060010120,2021-02-17
2021-000941-CC-24,242031710480,2021-02-18
2021-001807-CC-20,3031030230041,2021-02-18
2021-001811-CC-20,3031030230041,2021-02-18
2021-001844-CC-20,131150051560,2021-02-18
2021-001845-CC-20,3031020040070,2021-02-18
2021-001846-CC-20,3031020040070,2021-02-18
2021-001847-CC-20,131150051560,2021-02-18
2021-001852-CC-20,131240133570,2021-02-18
2021-001912-CC-20,131140620010,2021-02-18
2021-003756-CC-26,3040350210020,2021-02-18
2021-003816-CC-26,3069340290020,2021-02-18
2021-003817-CC-26,3069340240010,2021-02-18
2021-003818-CC-26,3069340240010,2021-02-18
2021-003819-CC-26,3060060211210,2021-02-18
2021-003836-CC-26,3069340290020,2021-02-18
2021-003837-CC-26,3069340290020,2021-02-18
2021-003838-CC-26,3059240350010,2021-02-18
2021-003839-CC-26,3069340240010,2021-02-18
2021-003840-CC-26,3069340240010,2021-02-18
2021-003907-CC-26,3049160310110,2021-02-18
2021-003908-CC-26,1078130280160,2021-02-18
2021-004188-CC-23,821280070230,2021-02-18
2021-004206-CC-23,821280070230,2021-02-18
2021-004232-CC-23,821280070230,2021-02-18
2021-004234-CC-23,821280070230,2021-02-18
2021-004238-CC-23,3421150013830,2021-02-18
2021-004241-CC-23,821220051260,2021-02-18
2021-004249-CC-23,821220051260,2021-02-18
2021-004255-CC-23,821280070230,2021-02-18
2021-004267-CC-23,821280070230,2021-02-18
2021-004272-CC-23,821280070230,2021-02-18
2021-004282-CC-23,821220051810,2021-02-18
2021-004288-CC-23,821220051260,2021-02-18
2021-004300-CC-23,3022050000235,2021-02-18
2021-004305-CC-23,3022050000235,2021-02-18
2021-004344-CC-25,3012310020210,2021-02-18
2021-004345-CC-23,3022190000321,2021-02-18
2021-004345-CC-25,3040200040050,2021-02-18
2021-004357-CC-23,3421120340590,2021-02-18
2021-004359-CC-23,821220090170,2021-02-18
2021-004360-CC-23,821280070230,2021-02-18
2021-004362-CC-23,821220090170,2021-02-18
2021-004380-CC-23,3021230160010,2021-02-18
2021-004383-CC-25,3040350560010,2021-02-18
2021-004384-CC-25,3040350560010,2021-02-18
