Case Number Eviction,Folio,Filing Date
2021-006350-CC-23,3411330052540,09/03/2021
2021-006352-CC-23,3020110500010,09/03/2021
2021-006356-CC-23,821220380030,09/03/2021
2021-006358-CC-23,3021130060110,09/03/2021
2021-006782-CC-05,141060030050,09/03/2021
2021-006783-CC-05,131310110370,09/03/2021
2021-006784-CC-05,131310110370,09/03/2021
2021-006785-CC-05,131310110370,09/03/2021
2021-006786-CC-05,132301030010,09/03/2021
2021-006787-CC-05,132301030010,09/03/2021
2021-006788-CC-05,132301030010,09/03/2021
2021-006873-CC-05,132300260180,09/03/2021
2021-006874-CC-05,3039510220200,09/03/2021
2021-006875-CC-05,131330144330,09/03/2021
2021-006876-CC-05,132300931870,09/03/2021
2021-007360-CC-25,3040130190670,09/03/2021
2021-001566-CC-24,232100110810,10/03/2021
2021-002613-CC-21,3530070290040,10/03/2021
2021-002614-CC-21,2720330230110,10/03/2021
2021-002881-CC-20,3031110080140,10/03/2021
2021-002888-CC-20,3031110080140,10/03/2021
2021-005464-CC-26,3079030010480,10/03/2021
2021-005490-CC-26,3059030220720,10/03/2021
2021-005491-CC-26,3069260080410,10/03/2021
2021-005545-CC-26,3040350210020,10/03/2021
2021-006412-CC-23,3021130371200,10/03/2021
2021-006426-CC-23,821220051150,10/03/2021
2021-006435-CC-23,2812350110001,10/03/2021
2021-006441-CC-23,622210230010,10/03/2021
2021-006442-CC-23,622210230010,10/03/2021
2021-006851-CC-05,141020054120,10/03/2021
2021-006861-CC-05,132300270010,10/03/2021
2021-006877-CC-05,131350900010,10/03/2021
2021-006961-CC-05,141090290190,10/03/2021
2021-006962-CC-05,132310653900,10/03/2021
2021-007078-CC-05,141370642340,10/03/2021
2021-007079-CC-05,132301030010,10/03/2021
2021-007080-CC-05,141380033750,10/03/2021
2021-007081-CC-05,131340810010,10/03/2021
2021-007188-CC-05,141030141570,10/03/2021
2021-007271-CC-25,3040100180730,10/03/2021
2021-007558-CC-25,141050280200,10/03/2021
2021-001627-CC-24,232030110660,11/03/2021
2021-002951-CC-20,3031160030071,11/03/2021
2021-002954-CC-20,131230060220,11/03/2021
2021-002956-CC-20,131250210260,11/03/2021
2021-002958-CC-20,3031210590011,11/03/2021
2021-002974-CC-20,131240180800,11/03/2021
2021-002975-CC-20,131250330360,11/03/2021
2021-002980-CC-20,131140351840,11/03/2021
2021-002983-CC-20,3031150310030,11/03/2021
2021-002987-CC-20,131130920020,11/03/2021
2021-003022-CC-20,131270270770,11/03/2021
2021-003023-CC-20,3031110340380,11/03/2021
2021-005538-CC-26,3059010260200,11/03/2021
2021-005539-CC-26,3069340240010,11/03/2021
2021-005540-CC-26,3049220321930,11/03/2021
2021-005541-CC-26,3069110041880,11/03/2021
2021-005542-CC-26,3660170080470,11/03/2021
2021-005544-CC-26,3059060030920,11/03/2021
2021-005558-CC-26,3069340190010,11/03/2021
2021-005559-CC-26,3059010550020,11/03/2021
2021-006623-CC-23,2822100500020,11/03/2021
2021-006661-CC-23,3021340050480,11/03/2021
2021-006662-CC-23,722170091170,11/03/2021
2021-006667-CC-23,622210230010,11/03/2021
2021-006669-CC-23,622290830040,11/03/2021
2021-006671-CC-23,622290830040,11/03/2021
2021-006672-CC-23,3012340820010,11/03/2021
2021-006676-CC-23,622290830040,11/03/2021
2021-007189-CC-05,141020100180,11/03/2021
2021-007190-CC-05,141160160321,11/03/2021
2021-007191-CC-05,3030530450010,11/03/2021
2021-007192-CC-05,3030530450010,11/03/2021
2021-007201-CC-05,3030530450010,11/03/2021
2021-007236-CC-05,142060520910,11/03/2021
2021-007272-CC-05,132301030010,11/03/2021
2021-007284-CC-05,141040060080,11/03/2021
2021-007285-CC-05,131340420020,11/03/2021
2021-007286-CC-05,141381463580,11/03/2021
2021-007865-CC-25,141200690010,11/03/2021
2021-002989-CC-20,131250280560,12/03/2021
2021-003028-CC-20,131130000690,12/03/2021
2021-005654-CC-26,3050200380010,12/03/2021
2021-005656-CC-26,3060060013280,12/03/2021
2021-006753-CC-23,132070270280,12/03/2021
2021-006769-CC-23,2812350540020,12/03/2021
2021-006776-CC-23,3022180021230,12/03/2021
2021-006793-CC-23,3012310600100,12/03/2021
2021-006799-CC-23,3022050000130,12/03/2021
2021-006801-CC-23,3022050000100,12/03/2021
2021-006802-CC-23,3022050000100,12/03/2021
2021-006811-CC-23,3022050000100,12/03/2021
2021-006815-CC-23,722160140090,12/03/2021
2021-007213-CC-05,141380012830,12/03/2021
2021-007250-CC-05,132310480165,12/03/2021
2021-007264-CC-05,131340150120,12/03/2021
2021-007266-CC-05,102080101050,12/03/2021
2021-008214-CC-25,3040320270010,12/03/2021
2021-008215-CC-25,140010055500,12/03/2021
2021-008216-CC-25,341170085480,12/03/2021
2021-001918-CC-24,242030096660.0,22/03/2021
2021-002919-CC-21,3530200230470.0,22/03/2021
2021-002931-CC-21,431060540200.0,22/03/2021
2021-006153-CC-26,3660160220910.0,22/03/2021
2021-006215-CC-26,3059220010250.0,22/03/2021
2021-006217-CC-26,3059340070190.0,22/03/2021
2021-006222-CC-26,3059210230010.0,22/03/2021
2021-006223-CC-26,3059210230010.0,22/03/2021
2021-006224-CC-26,3069260330010.0,22/03/2021
2021-006233-CC-26,3069260330010.0,22/03/2021
2021-006246-CC-26,3050040170200.0,22/03/2021
2021-007469-CC-23,3411330052500.0,22/03/2021
2021-007546-CC-23,721130070730.0,22/03/2021
2021-007591-CC-23,622190110550.0,22/03/2021
2021-007602-CC-23,622190070460.0,22/03/2021
2021-007605-CC-23,622280110740.0,22/03/2021
2021-007613-CC-23,622300830070.0,22/03/2021
2021-007614-CC-23,3421090060162.0,22/03/2021
2021-007987-CC-23,821210190180.0,22/03/2021
2021-008191-CC-05,2230030110010.0,22/03/2021
2021-008192-CC-05,141050060070.0,22/03/2021
2021-008317-CC-05,131340750010.0,22/03/2021
2021-008319-CC-05,3030540950360.0,22/03/2021
2021-008320-CC-05,132190110060.0,22/03/2021
2021-008321-CC-05,141040370020.0,22/03/2021
2021-001934-CC-24,2332090261290.0,23/03/2021
2021-001939-CC-24,232110010520.0,23/03/2021
2021-001941-CC-24,242030094310.0,23/03/2021
2021-001954-CC-24,242030093400.0,23/03/2021
2021-001960-CC-24,232140241630.0,23/03/2021
2021-001961-CC-24,232340020380.0,23/03/2021
2021-003434-CC-20,3031110060140.0,23/03/2021
2021-003453-CC-20,3031210640010.0,23/03/2021
2021-003495-CC-20,3031210640010.0,23/03/2021
2021-006314-CC-26,3060080200010.0,23/03/2021
2021-006315-CC-26,3060080200010.0,23/03/2021
2021-006317-CC-26,3060190140680.0,23/03/2021
2021-006319-CC-26,3049130110730.0,23/03/2021
2021-007658-CC-23,3020110030010.0,23/03/2021
2021-007659-CC-23,3020110050010.0,23/03/2021
2021-007660-CC-23,3020110030010.0,23/03/2021
2021-007663-CC-23,3020110030010.0,23/03/2021
2021-007664-CC-23,3020110050010.0,23/03/2021
2021-007665-CC-23,3020110030010.0,23/03/2021
2021-007666-CC-23,3020110050010.0,23/03/2021
2021-007667-CC-23,3020110030010.0,23/03/2021
2021-007668-CC-23,3021360251360.0,23/03/2021
2021-007669-CC-23,3020110050010.0,23/03/2021
2021-007670-CC-23,2812350270030.0,23/03/2021
2021-007674-CC-23,3021070033090.0,23/03/2021
2021-007698-CC-23,721120090230.0,23/03/2021
2021-007719-CC-23,3421080103230.0,23/03/2021
2021-008275-CC-05,131340300301.0,23/03/2021
2021-008283-CC-05,141020110290.0,23/03/2021
2021-008326-CC-05,141380031790.0,23/03/2021
2021-008428-CC-05,3030540940010.0,23/03/2021
2021-008429-CC-05,141150530080.0,23/03/2021
2021-009776-CC-25,3040190013620.0,23/03/2021
2021-001988-CC-24,232280012050.0,24/03/2021
2021-001989-CC-24,242030140120.0,24/03/2021
2021-002960-CC-21,421300000060.0,24/03/2021
2021-002963-CC-21,421300000060.0,24/03/2021
2021-002964-CC-21,430020000019.0,24/03/2021
2021-002970-CC-21,3530200881490.0,24/03/2021
2021-002971-CC-21,3530210120510.0,24/03/2021
2021-002993-CC-21,3030150470010.0,24/03/2021
2021-003497-CC-20,131140430405.0,24/03/2021
2021-003501-CC-20,131130630090.0,24/03/2021
2021-003520-CC-20,131130420170.0,24/03/2021
2021-006404-CC-26,3059330340010.0,24/03/2021
2021-007830-CC-23,3022080240010.0,24/03/2021
2021-007831-CC-23,722090050700.0,24/03/2021
2021-007856-CC-23,3122110400010.0,24/03/2021
2021-007859-CC-23,3122110400010.0,24/03/2021
2021-007863-CC-23,3122110400010.0,24/03/2021
2021-007882-CC-23,3022310370360.0,24/03/2021
2021-007888-CC-23,3022320930240.0,24/03/2021
2021-007963-CC-23,3421120460100.0,24/03/2021
2021-008417-CC-05,3049020000150.0,24/03/2021
2021-008491-CC-05,141030332630.0,24/03/2021
2021-008494-CC-05,141160152170.0,24/03/2021
2021-008509-CC-05,3030540940010.0,24/03/2021
2021-008510-CC-05,3030540940020.0,24/03/2021
2021-008511-CC-05,102010501170.0,24/03/2021
2021-008512-CC-05,3530340160121.0,24/03/2021
2021-008513-CC-05,142070013630.0,24/03/2021
2021-008514-CC-05,102030401010.0,24/03/2021
2021-009838-CC-25,940250110070.0,24/03/2021
2021-009846-CC-25,3041080140010.0,24/03/2021
2021-009847-CC-25,3041080140010.0,24/03/2021
2021-002022-CC-24,232020020230.0,25/03/2021
2021-003560-CC-20,3031090000133.0,25/03/2021
2021-006468-CC-26,3049230080250.0,25/03/2021
2021-006481-CC-26,3069340270030.0,25/03/2021
2021-006523-CC-26,3049090010610.0,25/03/2021
2021-006524-CC-26,3050180060020.0,25/03/2021
2021-006525-CC-26,3049320343200.0,25/03/2021
2021-007933-CC-23,3020110832310.0,25/03/2021
2021-007934-CC-23,722210033630.0,25/03/2021
2021-007944-CC-23,3022190720040.0,25/03/2021
2021-007986-CC-23,3012310010010.0,25/03/2021
2021-007988-CC-23,3012310010010.0,25/03/2021
2021-008005-CC-23,132080340010.0,25/03/2021
2021-008008-CC-23,622290830040.0,25/03/2021
2021-008010-CC-23,622290830050.0,25/03/2021
2021-008022-CC-23,3020110580400.0,25/03/2021
2021-008024-CC-23,3411320120160.0,25/03/2021
2021-008603-CC-05,131360290280.0,25/03/2021
2021-008604-CC-05,3039511000030.0,25/03/2021
2021-008606-CC-05,131350100430.0,25/03/2021
2021-008607-CC-05,141390030040.0,25/03/2021
2021-008608-CC-05,131340740010.0,25/03/2021
2021-008609-CC-05,141390030040.0,25/03/2021
2021-008610-CC-05,2540060011350.0,25/03/2021
2021-008611-CC-05,141390030040.0,25/03/2021
2021-008680-CC-05,131370370020.0,25/03/2021
2021-008681-CC-05,132310692970.0,25/03/2021
2021-008682-CC-05,131360290150.0,25/03/2021
2021-008683-CC-05,131360290160.0,25/03/2021
2021-008684-CC-05,131360211750.0,25/03/2021
2021-008685-CC-05,131360211750.0,25/03/2021
2021-008686-CC-05,131360930010.0,25/03/2021
2021-008687-CC-05,3040040170080.0,25/03/2021
2021-008688-CC-05,2452050670360.0,25/03/2021
2021-008689-CC-05,141090340710.0,25/03/2021
2021-008690-CC-05,141020050280.0,25/03/2021
2021-010187-CC-25,341170251420.0,25/03/2021
2021-003025-CC-21,431200150330.0,26/03/2021
2021-003037-CC-21,,26/03/2021
2021-006593-CC-26,3060060220120.0,26/03/2021
2021-006597-CC-26,1678250100570.0,26/03/2021
2021-008160-CC-23,622300570010.0,26/03/2021
2021-008165-CC-23,3020110807470.0,26/03/2021
2021-008186-CC-23,821220111141.0,26/03/2021
2021-008187-CC-23,821220111141.0,26/03/2021
2021-008676-CC-05,131340990790.0,26/03/2021
2021-008730-CC-05,131360051270.0,26/03/2021
2021-008764-CC-05,131360051270.0,26/03/2021
2021-008844-CC-05,131360051270.0,26/03/2021
2021-010317-CC-25,940250731130.0,26/03/2021
2021-010488-CC-25,341080092230.0,26/03/2021
2021-010489-CC-25,341080092201.0,26/03/2021
2021-003274-CC-21,2230040010032,05/04/2021
2021-003924-CC-20,131140090010,05/04/2021
2021-007138-CC-26,3069090000040,05/04/2021
2021-007172-CC-26,3069120180030,05/04/2021
2021-007173-CC-26,3049230030120,05/04/2021
2021-007188-CC-26,3050040100270,05/04/2021
2021-008906-CC-23,622300330380,05/04/2021
2021-008907-CC-23,2822030380070,05/04/2021
2021-008930-CC-23,131120140790,05/04/2021
2021-008949-CC-23,2822030741150,05/04/2021
2021-009495-CC-05,102040301130,05/04/2021
2021-009612-CC-05,131330720020,05/04/2021
2021-009613-CC-05,102100601095,05/04/2021
2021-009614-CC-05,3530270010127,05/04/2021
2021-009628-CC-05,141380032880,05/04/2021
2021-011423-CC-25,3040350471970,05/04/2021
2021-002261-CC-24,232100100490,06/04/2021
2021-003344-CC-21,420340660090,06/04/2021
2021-003965-CC-20,131140210180,06/04/2021
2021-003992-CC-20,3031040033590,06/04/2021
2021-004007-CC-20,131220522270,06/04/2021
2021-004008-CC-20,131250390330,06/04/2021
2021-004040-CC-20,131130310030,06/04/2021
2021-007189-CC-26,3060170200010,06/04/2021
2021-007192-CC-26,3059360032110,06/04/2021
2021-007193-CC-26,1679190250040,06/04/2021
2021-007219-CC-26,3069280000315,06/04/2021
2021-009106-CC-23,722160070051,06/04/2021
2021-009112-CC-23,3020110806950,06/04/2021
2021-009115-CC-23,3122140185800,06/04/2021
2021-009116-CC-23,2822030751730,06/04/2021
2021-009195-CC-23,722170120950,06/04/2021
2021-009625-CC-05,141030141360,06/04/2021
2021-009626-CC-05,2530560860010,06/04/2021
2021-009627-CC-05,2530560860010,06/04/2021
2021-009629-CC-05,101120002020,06/04/2021
2021-009630-CC-05,101120002020,06/04/2021
2021-009631-CC-05,141020057050,06/04/2021
2021-009677-CC-05,141160094630,06/04/2021
2021-009678-CC-05,3030530350510,06/04/2021
2021-009679-CC-05,3530340070010,06/04/2021
2021-009706-CC-05,1078120190790,06/04/2021
2021-009733-CC-05,141040233990,06/04/2021
2021-009734-CC-05,102070401020,06/04/2021
2021-009735-CC-05,3530270420230,06/04/2021
2021-009796-CC-05,101120002020,06/04/2021
2021-011512-CC-25,3040200062400,06/04/2021
2021-002292-CC-24,2332090110070,07/04/2021
2021-002293-CC-24,232330070030,07/04/2021
2021-002294-CC-24,232340020280,07/04/2021
2021-004031-CC-20,131220140010,07/04/2021
2021-004032-CC-20,3031020100100,07/04/2021
2021-004033-CC-20,3031020100100,07/04/2021
2021-004088-CC-20,131240140160,07/04/2021
2021-007279-CC-26,3050190016700,07/04/2021
2021-007281-CC-26,3069340260010,07/04/2021
2021-007300-CC-26,3049140640080,07/04/2021
2021-007340-CC-26,1079160081080,07/04/2021
2021-009189-CC-23,3022050020330,07/04/2021
2021-009200-CC-23,622200040130,07/04/2021
2021-009212-CC-23,3021350030210,07/04/2021
2021-009224-CC-23,622290490540,07/04/2021
2021-009779-CC-05,3530270570010,07/04/2021
2021-009780-CC-05,3530270010127,07/04/2021
2021-009797-CC-05,131340380300,07/04/2021
2021-009816-CC-05,141160170100,07/04/2021
2021-009817-CC-05,2442320181540,07/04/2021
2021-009818-CC-05,141380500040,07/04/2021
2021-011779-CC-25,3040100020060,07/04/2021
2021-002323-CC-24,2332090260770,08/04/2021
2021-003370-CC-21,420350540280,08/04/2021
2021-003381-CC-21,431070061570,08/04/2021
2021-003382-CC-21,3530170460010,08/04/2021
2021-003398-CC-21,3530290010280,08/04/2021
2021-004146-CC-20,3031110060140,08/04/2021
2021-004147-CC-20,131140431130,08/04/2021
2021-004155-CC-20,131140431130,08/04/2021
2021-004161-CC-20,131140431130,08/04/2021
2021-007418-CC-26,3660100320440,08/04/2021
2021-007419-CC-26,3079040370010,08/04/2021
2021-009276-CC-23,3021340100260,08/04/2021
2021-009322-CC-23,3021360270130,08/04/2021
2021-009357-CC-23,621260160590,08/04/2021
2021-009358-CC-23,3421030070140,08/04/2021
2021-009360-CC-23,3421120280450,08/04/2021
2021-009368-CC-23,3421120280450,08/04/2021
2021-009370-CC-23,722160510550,08/04/2021
2021-009371-CC-23,722090061340,08/04/2021
2021-009859-CC-05,141020110290,08/04/2021
2021-009897-CC-05,141370610030,08/04/2021
2021-009898-CC-05,141380030290,08/04/2021
2021-009899-CC-05,3040040220030,08/04/2021
2021-009906-CC-05,141020051260,08/04/2021
2021-009907-CC-05,141020051260,08/04/2021
2021-009908-CC-05,141020051260,08/04/2021
2021-009923-CC-05,141380034000,08/04/2021
2021-009924-CC-05,141040281650,08/04/2021
2021-009925-CC-05,141020065880,08/04/2021
2021-009926-CC-05,132310481101,08/04/2021
2021-011957-CC-25,3040280063060,08/04/2021
2021-002329-CC-24,232330670070,09/04/2021
2021-003420-CC-21,420250070290,09/04/2021
2021-004145-CC-20,131270160800,09/04/2021
2021-004154-CC-20,131140431130,09/04/2021
2021-004160-CC-20,131140431130,09/04/2021
2021-004162-CC-20,131140431130,09/04/2021
2021-007481-CC-26,3040330011370,09/04/2021
2021-009425-CC-23,3022060480580,09/04/2021
2021-009437-CC-23,722090071710,09/04/2021
2021-009475-CC-23,622210230010,09/04/2021
2021-009927-CC-05,102040301120,09/04/2021
2021-009929-CC-05,141380034220,09/04/2021
2021-009940-CC-05,102040301120,09/04/2021
2021-009945-CC-05,131350830220,09/04/2021
2021-009946-CC-05,141150070210,09/04/2021
2021-009966-CC-05,2452050011420,09/04/2021
2021-009967-CC-05,141381430470,09/04/2021
2021-002352-CC-24,232140242380,12/04/2021
2021-002358-CC-24,2332090520310,12/04/2021
2021-003494-CC-21,430120000140,12/04/2021
2021-004168-CC-20,131140431130,12/04/2021
2021-004170-CC-20,131140431130,12/04/2021
2021-004177-CC-20,3031040034230,12/04/2021
2021-004178-CC-20,3021340130031,12/04/2021
2021-004198-CC-20,131250330360,12/04/2021
2021-004199-CC-20,131250330360,12/04/2021
2021-007559-CC-26,1678240081150,12/04/2021
2021-007564-CC-26,1678240081140,12/04/2021
2021-007570-CC-26,1678240081140,12/04/2021
2021-007580-CC-26,1078130361020,12/04/2021
2021-007618-CC-26,3059090491050,12/04/2021
2021-007634-CC-26,3059360032120,12/04/2021
2021-007679-CC-26,3049320271920,12/04/2021
2021-007765-CC-26,3050190120160,12/04/2021
2021-009556-CC-23,3421040190440,12/04/2021
2021-009564-CC-23,3421150080740,12/04/2021
2021-009567-CC-23,3021130074040,12/04/2021
2021-009583-CC-23,3022040130090,12/04/2021
2021-009593-CC-23,622300730010,12/04/2021
2021-009607-CC-23,722090062480,12/04/2021
2021-009684-CC-23,622210362350,12/04/2021
2021-009988-CC-05,141370360010,12/04/2021
2021-009989-CC-05,141020064130,12/04/2021
2021-009996-CC-05,132310480795,12/04/2021
2021-009998-CC-05,102100501010,12/04/2021
2021-010070-CC-05,131370370020,12/04/2021
2021-010071-CC-05,141380510030,12/04/2021
2021-010072-CC-05,101070001040,12/04/2021
2021-010074-CC-05,102000601051,12/04/2021
2021-010079-CC-05,141040170250,12/04/2021
2021-010080-CC-05,141030401520,12/04/2021
2021-010122-CC-05,3049020000150,12/04/2021
2021-012358-CC-25,940250110240,12/04/2021
2021-012359-CC-25,940250110240,12/04/2021
2021-012365-CC-25,940250110240,12/04/2021
2021-002376-CC-24,232140210001,13/04/2021
2021-002443-CC-24,232020081880,13/04/2021
2021-003510-CC-21,3530170360420,13/04/2021
2021-003523-CC-21,3059220490070,13/04/2021
2021-003524-CC-21,3059220590030,13/04/2021
2021-003526-CC-21,420351312420,13/04/2021
2021-003550-CC-21,3530280260010,13/04/2021
2021-003551-CC-21,3530280260010,13/04/2021
2021-003552-CC-21,3530280260010,13/04/2021
2021-004264-CC-20,3031280131870,13/04/2021
2021-007773-CC-26,3079040000090,13/04/2021
2021-007775-CC-26,3069260330010,13/04/2021
2021-007791-CC-26,3059200103490,13/04/2021
2021-007806-CC-26,1079290140001,13/04/2021
2021-007836-CC-26,3069230080010,13/04/2021
2021-007837-CC-26,1078140001030,13/04/2021
2021-009632-CC-23,3020110793330,13/04/2021
2021-009694-CC-23,622300330360,13/04/2021
2021-009695-CC-23,3020120170010,13/04/2021
2021-009700-CC-23,821210040610,13/04/2021
2021-009710-CC-23,622280610001,13/04/2021
2021-009714-CC-23,821280030324,13/04/2021
2021-009723-CC-23,3020010382140,13/04/2021
2021-009741-CC-23,622300240340,13/04/2021
2021-009742-CC-23,622210170010,13/04/2021
2021-009743-CC-23,622210170010,13/04/2021
2021-009744-CC-23,622210170010,13/04/2021
2021-009745-CC-23,622210170010,13/04/2021
2021-009746-CC-23,3421040010400,13/04/2021
2021-009747-CC-23,3421040010400,13/04/2021
2021-009748-CC-23,3020120320010,13/04/2021
2021-009749-CC-23,3421040010240,13/04/2021
2021-010123-CC-05,3530270740020,13/04/2021
2021-010136-CC-05,131360290280,13/04/2021
2021-010137-CC-05,141370760010,13/04/2021
2021-010168-CC-05,131360290280,13/04/2021
2021-010169-CC-05,3030530450010,13/04/2021
2021-010170-CC-05,3030150590050,13/04/2021
2021-010171-CC-05,2540060011402,13/04/2021
2021-010172-CC-05,141381474080,13/04/2021
2021-010173-CC-05,131340420020,13/04/2021
2021-010174-CC-05,3040080390030,13/04/2021
2021-012523-CC-25,3040350000740,13/04/2021
2021-012565-CC-25,341200172250,13/04/2021
2021-012568-CC-25,341200172250,13/04/2021
2021-002444-CC-24,232340190610,14/04/2021
2021-002447-CC-24,232330792400,14/04/2021
2021-002448-CC-24,232330070030,14/04/2021
2021-002449-CC-24,232260370500,14/04/2021
2021-002451-CC-24,242030010080,14/04/2021
2021-002457-CC-24,131240270180,14/04/2021
2021-003536-CC-21,431080072450,14/04/2021
2021-003541-CC-21,431080072450,14/04/2021
2021-003553-CC-21,3530280260010,14/04/2021
2021-003554-CC-21,430020000019,14/04/2021
2021-003562-CC-21,420160083490,14/04/2021
2021-003565-CC-21,430020150010,14/04/2021
2021-004289-CC-20,131140180170,14/04/2021
2021-004290-CC-20,131260393840,14/04/2021
2021-004292-CC-20,131130020010,14/04/2021
2021-004298-CC-20,3031110040030,14/04/2021
2021-004299-CC-20,3031110040020,14/04/2021
2021-004300-CC-20,3031090370020,14/04/2021
2021-004314-CC-20,131130370010,14/04/2021
2021-007809-CC-26,3660050860010,14/04/2021
2021-007888-CC-26,3050320350010,14/04/2021
2021-007889-CC-26,3660090261190,14/04/2021
2021-007890-CC-26,3059100220360,14/04/2021
2021-007907-CC-26,3069350060010,14/04/2021
2021-009794-CC-23,622210340011,14/04/2021
2021-009800-CC-23,622210340011,14/04/2021
2021-009813-CC-23,722090062290,14/04/2021
2021-009819-CC-23,3122110400010,14/04/2021
2021-009827-CC-23,622210170010,14/04/2021
2021-009830-CC-23,3122110400010,14/04/2021
2021-009831-CC-23,3122110400010,14/04/2021
2021-009836-CC-23,3022291130010,14/04/2021
2021-009837-CC-23,3122110400010,14/04/2021
2021-009840-CC-23,3122110400010,14/04/2021
2021-009851-CC-23,3122110400010,14/04/2021
2021-009891-CC-23,3411360000073,14/04/2021
2021-010258-CC-05,102100301053,14/04/2021
2021-010259-CC-05,132310530010,14/04/2021
2021-010260-CC-05,102100301054,14/04/2021
2021-010261-CC-05,132310530010,14/04/2021
2021-010262-CC-05,101140301130,14/04/2021
2021-010263-CC-05,132310530010,14/04/2021
2021-010264-CC-05,3530270730010,14/04/2021
2021-010265-CC-05,3530270730010,14/04/2021
2021-010266-CC-05,131360290280,14/04/2021
2021-010267-CC-05,3530270730010,14/04/2021
2021-010268-CC-05,132310530010,14/04/2021
2021-010309-CC-05,3040020490030,14/04/2021
2021-010310-CC-05,3530220070380,14/04/2021
2021-010311-CC-05,3530220110030,14/04/2021
2021-010313-CC-05,141381473940,14/04/2021
2021-010317-CC-05,3040020490030,14/04/2021
2021-010318-CC-05,102050701060,14/04/2021
2021-010319-CC-05,141370590960,14/04/2021
2021-010320-CC-05,132300952590,14/04/2021
2021-012594-CC-25,3040350560030,14/04/2021
2021-012595-CC-25,3040350560010,14/04/2021
2021-012596-CC-25,3040320270010,14/04/2021
2021-012608-CC-25,341080093500,14/04/2021
2021-002459-CC-24,1422350060420,15/04/2021
2021-002464-CC-24,242030010080,15/04/2021
2021-003586-CC-21,3220140310770,15/04/2021
2021-003590-CC-21,431070021160,15/04/2021
2021-003599-CC-21,431180034259,15/04/2021
2021-003605-CC-21,420270120020,15/04/2021
2021-003606-CC-21,2730030010624,15/04/2021
2021-003612-CC-21,3530180020440,15/04/2021
2021-004320-CC-20,131140430620,15/04/2021
2021-004330-CC-20,131130920020,15/04/2021
2021-004331-CC-20,131140190760,15/04/2021
2021-004347-CC-20,131220520560,15/04/2021
2021-004349-CC-20,3031110650010,15/04/2021
2021-004351-CC-20,131140090010,15/04/2021
2021-004355-CC-20,3031110280220,15/04/2021
2021-007917-CC-26,3060190110940,15/04/2021
2021-007920-CC-26,3060050090520,15/04/2021
2021-007941-CC-26,3069260040080,15/04/2021
2021-007948-CC-26,3060051010500,15/04/2021
2021-007968-CC-26,3059140971720,15/04/2021
2021-007987-CC-26,3079040000452,15/04/2021
2021-007988-CC-26,3059090060012,15/04/2021
2021-007989-CC-26,1079210263070,15/04/2021
2021-007990-CC-26,3059260170140,15/04/2021
2021-007991-CC-26,3059260170140,15/04/2021
2021-007992-CC-26,3059260170140,15/04/2021
2021-009883-CC-23,3421120010640,15/04/2021
2021-009885-CC-23,3021350000139,15/04/2021
2021-009886-CC-23,3021350000139,15/04/2021
2021-009887-CC-23,3021350000139,15/04/2021
2021-009888-CC-23,1121360090090,15/04/2021
2021-009929-CC-23,722070530010,15/04/2021
2021-009952-CC-23,622300071200,15/04/2021
2021-009953-CC-23,3421110081330,15/04/2021
2021-009970-CC-23,3021140120070,15/04/2021
2021-009971-CC-23,3421080080970,15/04/2021
2021-009972-CC-23,3022050000235,15/04/2021
2021-009973-CC-23,3022050000235,15/04/2021
2021-009974-CC-23,3122140100060,15/04/2021
2021-009975-CC-23,3122110130010,15/04/2021
2021-009976-CC-23,3421170040730,15/04/2021
2021-009977-CC-23,3021140140011,15/04/2021
2021-010386-CC-05,141110011510,15/04/2021
2021-010387-CC-05,131310160580,15/04/2021
2021-010388-CC-05,3030150120050,15/04/2021
2021-010420-CC-05,131360090050,15/04/2021
2021-010422-CC-05,132300270010,15/04/2021
2021-010431-CC-05,131360090901,15/04/2021
2021-010432-CC-05,2530310050010,15/04/2021
2021-010433-CC-05,2442320050420,15/04/2021
2021-010434-CC-05,141030140390,15/04/2021
2021-010457-CC-05,3040020490030,15/04/2021
2021-010458-CC-05,141370642380,15/04/2021
2021-010459-CC-05,141030400140,15/04/2021
2021-010461-CC-05,141370760010,15/04/2021
2021-010462-CC-05,141380510030,15/04/2021
2021-010463-CC-05,131370340010,15/04/2021
2021-010464-CC-05,141380510030,15/04/2021
2021-010465-CC-05,141370760010,15/04/2021
2021-012636-CC-25,1540120210150,15/04/2021
2021-012637-CC-25,1540120210150,15/04/2021
2021-012670-CC-25,3040150000520,15/04/2021
2021-002480-CC-24,232020080430,16/04/2021
2021-003632-CC-21,431180033990,16/04/2021
2021-003633-CC-21,430130340140,16/04/2021
2021-003634-CC-21,420271160050,16/04/2021
2021-003635-CC-21,430110020190,16/04/2021
2021-004356-CC-20,3021350000136,16/04/2021
2021-004357-CC-20,131271230750,16/04/2021
2021-008001-CC-26,3059340280180,16/04/2021
2021-008022-CC-26,3059350060190,16/04/2021
2021-008034-CC-26,1079210263260,16/04/2021
2021-008035-CC-26,3660160170280,16/04/2021
2021-008066-CC-26,3079040430010,16/04/2021
2021-008067-CC-26,3059270340010,16/04/2021
2021-010025-CC-23,3012310870001,16/04/2021
2021-010026-CC-23,722080060010,16/04/2021
2021-010027-CC-23,3022060000110,16/04/2021
2021-010031-CC-23,3411360410020,16/04/2021
2021-010081-CC-23,3421090010010,16/04/2021
2021-010467-CC-05,3040030300010,16/04/2021
