Database ID,Sale Date,Add Date,Case Number,Status,Final Judgment,Opening Bid,Assessed Value,Primary Plaintiff,Certificate Holder Name,Plaintiff Max Bid,Address,City,Zip,Parcel ID,Folio
TAXACT30201108107602021A00133,06/03/2021,03/30/2021,2021A00133,Accepting Proxy,0,7835.66,,,,HIDDEN,17440 NW 67 PL,HIALEAH,33015-5839,30-2011-081-0760,3020110810760
TAXACT01311402700902021A00101,06/03/2021,03/30/2021,2021A00101,Accepting Proxy,0,3055.38,22453,,,HIDDEN,VACANT LOT,MIAMI,33147-7945,01-3114-027-0090,0131140270090
TAXACT02321102226702021A00103,06/03/2021,03/30/2021,2021A00103,Accepting Proxy,0,14354.08,200000,,,HIDDEN,7135 COLLINS AVE,MIAMI BEACH,33141-3211,02-3211-022-2670,0232110222670
TAXACT28221001467702021A00105,06/03/2021,03/30/2021,2021A00105,Accepting Proxy,0,2273.73,36659,,,HIDDEN,18041 BISCAYNE BLVD,AVENTURA,33160-2526,28-2210-014-6770,2822100146770
TAXACT05302400605102021A00134,06/03/2021,03/30/2021,2021A00134,Accepting Proxy,0,107671.2,179699,,,HIDDEN,890 WESTWARD DR,MIAMI SPRINGS,33166-5164,05-3024-006-0510,0530240060510
TAXACT30400503408102021A00110,06/03/2021,03/30/2021,2021A00110,Accepting Proxy,0,3023.14,140030,,,HIDDEN,290 W PARK DR,MIAMI,33172-5400,30-4005-034-0810,3040050340810
TAXACT30220503713202021A00116,06/03/2021,03/30/2021,2021A00116,Accepting Proxy,0,4028.82,52429,,,HIDDEN,1301 NE MIAMI GARDENS DR,MIAMI,33179-4719,30-2205-037-1320,3022050371320
TAXACT30501900401102021A00111,06/03/2021,03/30/2021,2021A00111,Accepting Proxy,0,15152.52,108324,,,HIDDEN,14425 BOOKER T WASHINGTON BLVD,MIAMI,33176-0000,30-5019-004-0110,3050190040110
TAXACT30403503112502021A00117,06/03/2021,03/30/2021,2021A00117,Accepting Proxy,0,6394.66,123375,,,HIDDEN,8107 SW 72 AVE,MIAMI,33143-7670,30-4035-031-1250,3040350311250
TAXACT30500600803502021A00118,06/03/2021,03/30/2021,2021A00118,Accepting Proxy,0,36030.83,416791,,,HIDDEN,11461 SW 103 ST,MIAMI,33176-2569,30-5006-008-0350,3050060080350
TAXACT02321106228002021A00120,06/03/2021,03/30/2021,2021A00120,Accepting Proxy,0,11338.47,235600,,,HIDDEN,5601 COLLINS AVE,MIAMI BEACH,33140-2456,02-3211-062-2800,0232110622800
TAXACT30312100003502021A00122,06/03/2021,03/30/2021,2021A00122,Accepting Proxy,0,4117.88,12700,,,HIDDEN,VACANT LOT,MIAMI,33142-3453,30-3121-000-0350,3031210000350
TAXACT01413912328412021A00140,06/03/2021,03/30/2021,2021A00140,Accepting Proxy,0,4968.96,16200,,,HIDDEN,40 SW 13 ST,MIAMI,33130-4309,01-4139-123-2841,0141391232841
TAXACT30311103703902021A00141,06/03/2021,03/30/2021,2021A00141,Accepting Proxy,0,5958.59,35366,,,HIDDEN,VACANT LOT,MIAMI,33147-5218,30-3111-037-0390,3031110370390
TAXACT30311500503102021A00142,06/03/2021,03/30/2021,2021A00142,Accepting Proxy,0,1229,30869,,,HIDDEN,VACANT LOT,MIAMI,33147-6971,30-3115-005-0310,3031150050310
TAXACT30311500507802021A00143,06/03/2021,03/30/2021,2021A00143,Accepting Proxy,0,3299.26,15965,,,HIDDEN,VACANT LOT,MIAMI,33147-6911,30-3115-005-0780,3031150050780
TAXACT30305207515702016A00612,06/03/2021,03/30/2021,2016A00612,Accepting Proxy,0,40759.85,17100,,,HIDDEN,777 NW 72 AVE,MIAMI,33126-3009,30-3052-075-1570,3030520751570
TAXACT30213500702802021A00107,06/03/2021,03/31/2021,2021A00107,Accepting Proxy,0,8917.41,71447,,,HIDDEN,746 NW 112 ST,MIAMI,33168-2241,30-2135-007-0280,3021350070280
TAXACT01312301206202018A01831,06/03/2021,03/31/2021,2018A01831,Accepting Proxy,0,19159.98,150193,,,HIDDEN,1244 NW 52 ST,MIAMI,33142,01-3123-012-0620,0131230120620
TAXACT30400602600802019A01064,06/03/2021,03/31/2021,2019A01064,Accepting Proxy,0,50185.12,89433,,,HIDDEN,53 NW 108 CT,MIAMI,33172-5206,30-4006-026-0080,3040060260080
TAXACT30790301326302020A00052,06/03/2021,03/31/2021,2020A00052,Accepting Proxy,0,32795.29,33084,,,HIDDEN,28057 SW 143 CT,MIAMI,33033-1702,30-7903-013-2630,3079030132630
TAXACT30220503013202021A00148,06/03/2021,03/31/2021,2021A00148,Accepting Proxy,0,15412.65,94716,,,HIDDEN,1710 NE 191 ST,MIAMI,33179-4208,30-2205-030-1320,3022050301320
TAXACT27300301048302019A00933,06/03/2021,03/31/2021,2019A00933,Accepting Proxy,0,10053.86,121683,,,HIDDEN,10090 NW 80 CT,HIALEAH GARDENS,33016-2259,27-3003-010-4830,2730030104830
TAXACT30220503311702021A00149,06/03/2021,03/31/2021,2021A00149,Accepting Proxy,0,21391.52,59501,,,HIDDEN,1680 NE 191 ST,MIAMI,33179-4100,30-2205-033-1170,3022050331170
TAXACT30211303734502020A00156,06/03/2021,03/31/2021,2020A00156,Accepting Proxy,0,44430.09,86900,,,HIDDEN,496 NW 165 STREET RD,MIAMI,33169-6466,30-2113-037-3450,3021130373450
TAXACT01311403504502021A00123,06/03/2021,03/31/2021,2021A00123,Accepting Proxy,0,42057.31,19459,,,HIDDEN,VACANT LOT,MIAMI,33142-3148,01-3114-035-0450,0131140350450
TAXACT30305207523602021A00124,06/03/2021,03/31/2021,2021A00124,Accepting Proxy,0,6595.69,16920,,,HIDDEN,777 NW 72 AVE,MIAMI,33126-3009,30-3052-075-2360,3030520752360
TAXACT30493401616802021A00150,06/03/2021,03/31/2021,2021A00150,Accepting Proxy,0,13882.66,110000,,,HIDDEN,14165 SW 87 ST,MIAMI,33183-4081,30-4934-016-1680,3049340161680
TAXACT34113600602902021A00151,06/03/2021,03/31/2021,2021A00151,Accepting Proxy,0,2913.58,41140,,,HIDDEN,50 NW 204 ST,MIAMI GARDENS,33169-2676,34-1136-006-0290,3411360060290
TAXACT01312303725202021A00153,06/03/2021,03/31/2021,2021A00153,Accepting Proxy,0,6115.58,29877,,,HIDDEN,1345 NW 42 ST,MIAMI,33142-4811,01-3123-037-2520,0131230372520
TAXACT13222703500202021A00085,06/03/2021,04/01/2021,2021A00085,Accepting Proxy,0,17331.43,212291,,,HIDDEN,9100 W BAY HARBOR DR,BAY HARBOR ISLANDS,33154-3602,13-2227-035-0020,1322270350020
TAXACT30311500554902021A00144,06/03/2021,04/01/2021,2021A00144,Accepting Proxy,0,2940.71,9825,,,HIDDEN,VACANT LOT,MIAMI,33147-7451,30-3115-005-5490,3031150055490
TAXACT33503302404102021A00154,06/03/2021,04/01/2021,2021A00154,Accepting Proxy,0,32735.55,304168,,,HIDDEN,9261 SW 183 TER,PALMETTO BAY,33157-5733,33-5033-024-0410,3350330240410
TAXACT01312603000702021A00125,06/03/2021,04/01/2021,2021A00125,Accepting Proxy,0,3232.39,5518,,,HIDDEN,VACANT LOT,MIAMI,33127-3329,01-3126-030-0070,0131260300070
TAXACT30311501903602021A00145,06/03/2021,04/01/2021,2021A00145,Accepting Proxy,0,6180.9,24086,,,HIDDEN,VACANT LOT,MIAMI,33147-7841,30-3115-019-0360,3031150190360
TAXACT30220503013402021A00160,06/03/2021,04/01/2021,2021A00160,Accepting Proxy,0,6361.72,94716,,,HIDDEN,1710 NE 191 ST,MIAMI,33179-4208,30-2205-030-1340,3022050301340
TAXACT10781303602602021A00126,06/03/2021,04/01/2021,2021A00126,Accepting Proxy,0,3674.64,7987,,,HIDDEN,VACANT LOT,HOMESTEAD,33030-6937,10-7813-036-0260,1078130360260
TAXACT30311503603502021A00146,06/03/2021,04/01/2021,2021A00146,Accepting Proxy,0,5723,19278,,,HIDDEN,VACANT LOT,MIAMI,33147-7256,30-3115-036-0350,3031150360350
TAXACT30311103703802021A00127,06/03/2021,04/01/2021,2021A00127,Accepting Proxy,0,23338.24,21248,,,HIDDEN,VACANT LOT,MIAMI,33147-5218,30-3111-037-0380,3031110370380
TAXACT30492900601702021A00128,06/03/2021,04/01/2021,2021A00128,Accepting Proxy,0,66078.63,0,,,HIDDEN,VACANT LOT,MIAMI,33193-0000,30-4929-006-0170,3049290060170
TAXACT30311600907902021A00147,06/03/2021,04/01/2021,2021A00147,Accepting Proxy,0,3367.11,8923,,,HIDDEN,VACANT LOT,MIAMI,33142-0000,30-3116-009-0790,3031160090790
TAXACT30312201804502021A00208,06/03/2021,04/01/2021,2021A00208,Accepting Proxy,0,9170.04,76799,,,HIDDEN,5219 NW 24 CT,MIAMI,33142-8010,30-3122-018-0450,3031220180450
TAXACT30212302502212021A00129,06/03/2021,04/01/2021,2021A00129,Accepting Proxy,0,2169.57,2840,,,HIDDEN,VACANT LOT,MIAMI,33168-0000,30-2123-025-0221,3021230250221
TAXACT08212800302602021A00209,06/03/2021,04/01/2021,2021A00209,Accepting Proxy,0,7153.79,31216,,,HIDDEN,VACANT LOT,OPA-LOCKA,33054-0000,08-2128-003-0260,0821280030260
TAXACT08212800302302021A00210,06/03/2021,04/02/2021,2021A00210,Accepting Proxy,0,6963.87,27639,,,HIDDEN,VACANT LOT,OPA-LOCKA,33054-0000,08-2128-003-0230,0821280030230
TAXACT34210802006402021A00130,06/03/2021,04/02/2021,2021A00130,Accepting Proxy,0,8980.47,15044,,,HIDDEN,VACANT LOT,MIAMI GARDENS,33055-0000,34-2108-020-0640,3421080200640
TAXACT08212800302002021A00211,06/03/2021,04/02/2021,2021A00211,Accepting Proxy,0,6665.7,33616,,,HIDDEN,VACANT LOT,OPA-LOCKA,33054-0000,08-2128-003-0200,0821280030200
TAXACT08212800302502021A00213,06/03/2021,04/02/2021,2021A00213,Accepting Proxy,0,6412.62,26205,,,HIDDEN,VACANT LOT,OPA-LOCKA,33054-0000,08-2128-003-0250,0821280030250
TAXACT30305207526202021A00131,06/03/2021,04/02/2021,2021A00131,Accepting Proxy,0,38679.55,75780,,,HIDDEN,777 NW 72 AVE,MIAMI,33126-3009,30-3052-075-2620,3030520752620
TAXACT02320210300402021A00234,06/03/2021,04/02/2021,2021A00234,Accepting Proxy,0,6032.74,105000,,,HIDDEN,8101 ABBOTT AVE,MIAMI BEACH,33141-1631,02-3202-103-0040,0232021030040
TAXACT08212800302402021A00212,06/03/2021,04/02/2021,2021A00212,Accepting Proxy,0,7884.5,33781,,,HIDDEN,VACANT LOT,OPA-LOCKA,33054-0000,08-2128-003-0240,0821280030240
TAXACT30312205252602021A00229,06/03/2021,04/02/2021,2021A00229,Accepting Proxy,0,8789.52,57574,,,HIDDEN,1911 NW 51 TER,MIAMI,33142-3772,30-3122-052-5260,3031220525260
TAXACT08212800702212021A00207,06/03/2021,04/02/2021,2021A00207,Accepting Proxy,0,80286.12,144000,,,HIDDEN,VACANT LOT,OPA-LOCKA,33054-0000,08-2128-007-0221,0821280070221
TAXACT30782501121602021A00230,06/03/2021,04/02/2021,2021A00230,Accepting Proxy,0,4311.95,61389,,,HIDDEN,35250 SW 177 CT,MIAMI,33034-5616,30-7825-011-2160,3078250112160
TAXACT30402000000212021A00250,06/03/2021,04/02/2021,2021A00250,Accepting Proxy,0,1364.9,875362,,,HIDDEN,4101 SW 107 AVE,MIAMI,33165-4814,30-4020-000-0021,3040200000021
TAXACT01420700166602021A00251,06/03/2021,04/02/2021,2021A00251,Accepting Proxy,0,10747,192700,,,HIDDEN,801 BRICKELL BAY DR,MIAMI,33131-2935,01-4207-001-6660,0142070016660
TAXACT30310400337102020A00473,06/03/2021,04/02/2021,2020A00473,Accepting Proxy,0,4651.14,27222,,,HIDDEN,VACANT LOT,MIAMI,33147-2958,30-3104-003-3710,3031040033710
TAXACT01312701105202020A00471,06/03/2021,04/02/2021,2020A00471,Accepting Proxy,0,58777.66,79201,,,HIDDEN,(VACANT LOT),MIAMI,33142-6021,01-3127-011-0520,0131270110520
TAXACT30503201003702020A00475,06/03/2021,04/02/2021,2020A00475,Accepting Proxy,0,22223.19,18159,,,HIDDEN,VACANT LOT,MIAMI,33157-4259,30-5032-010-0370,3050320100370
TAXACT30492901208302021A00236,06/03/2021,04/02/2021,2021A00236,Accepting Proxy,0,1791.06,3380,,,HIDDEN,VACANT LOT,MIAMI,33193-0000,30-4929-012-0830,3049290120830
TAXACT30220500901502021A00237,06/03/2021,04/02/2021,2021A00237,Accepting Proxy,0,2171.84,,,,HIDDEN,18558 NE 18 AVE,MIAMI,33179-5355,30-2205-009-0150,3022050090150
